item_id,ctr,count
N9877,0.0,37
N9878,0.0,2
N9879,0.0,1
N9883,0.09090909090909091,11
N9886,0.0,3
N9887,0.06666666666666667,60
N9888,0.018518518518518517,162
N9889,0.0,15
N9891,0.0,1
N9900,0.0,14
N9902,0.0,1
N9905,0.21428571428571427,14
N9909,0.0,6
N9910,0.07692307692307693,65
N9914,0.0625,16
N9916,0.0,5
N9918,0.0,4
N9923,0.01910828025477707,471
N9927,0.0,2
N9929,0.08333333333333333,12
N9932,0.0,20
N9934,0.0,3
N9944,0.008022922636103151,1745
N9946,0.0,3
N9948,0.0,3
N9950,0.02631578947368421,38
N9960,0.0,51
N9961,0.12121212121212122,33
N9964,0.0,6
N9971,0.0,15
N9976,0.0,31
N9982,0.0,1
N9983,0.0,3
N9986,0.0,2
N9989,0.00847457627118644,118
N9991,0.14285714285714285,14
N9994,0.0,2
N9997,0.046012269938650305,326
N9998,0.0,6
N9999,0.16666666666666666,12
N10005,0.0,1
N10007,0.0,5
N10010,0.0,11
N10011,0.0,4
N10015,0.0,3
N10022,0.0,4
N10023,0.0,3
N10026,0.0,6
N10031,0.0,1
N10032,0.005263157894736842,190
N10037,0.0,6
N10040,0.0,25
N10042,0.0,4
N10046,0.0,34
N10051,0.002702702702702703,370
N10056,0.15789473684210525,38
N10057,0.04878048780487805,41
N10061,0.004310344827586207,928
N10064,0.0,3
N10067,0.1111111111111111,9
N10070,0.0625,16
N10072,0.04242424242424243,165
N10073,0.02127659574468085,329
N10074,0.0,6
N10075,0.0,3
N10083,0.0,1
N10084,0.0,17
N10085,0.5,2
N10087,0.0,5
N10088,0.11940298507462686,67
N10089,0.1111111111111111,9
N10093,0.0,2
N10095,0.0,1
N10097,0.072,125
N10101,0.0,116
N10102,0.0,6
N10103,0.0,4
N10108,0.0,146
N10112,0.0,5
N10113,0.0,4
N10115,0.0,41
N10116,0.11463414634146342,410
N10119,0.0,4
N10121,0.03779697624190065,1852
N10123,0.015037593984962405,1064
N10125,0.08333333333333333,12
N10132,0.25,12
N10134,0.0,9
N10137,0.0,5
N10138,0.0,39
N10143,0.0,19
N10144,0.0,1
N10145,0.0,6
N10146,0.06666666666666667,15
N10150,0.0,42
N10152,0.0,2
N10159,0.0,10
N10161,1.0,1
N10165,0.16666666666666666,6
N10169,0.03361344537815126,238
N10171,0.3333333333333333,3
N10176,0.0,10
N10180,0.0,9
N10181,0.0,4
N10184,0.0,12
N10185,0.0,4
N10193,0.0,3
N10209,0.0,5
N10210,0.0,9
N10213,0.125,8
N10215,0.06666666666666667,15
N10218,0.0,6
N10219,0.0,3
N10222,0.0,1
N10224,0.5,2
N10231,0.0,10
N10232,0.0,52
N10234,0.1,10
N10242,0.029197080291970802,137
N10244,0.0,2
N10245,0.0,16
N10248,0.0,2
N10250,0.05853658536585366,205
N10251,0.09090909090909091,11
N10253,0.0,1
N10258,0.0,3
N10260,0.0,8
N10261,0.0,1
N10263,0.023255813953488372,172
N10264,0.06,100
N10266,0.06666666666666667,45
N10268,0.0,3
N10269,0.0,17
N10271,0.0,14
N10272,0.07728813559322034,1475
N10279,0.03424657534246575,292
N10281,0.0,7
N10282,0.06451612903225806,31
N10293,0.0,29
N10296,0.0,3
N10297,0.0,4
N10304,0.0,9
N10305,0.0,19
N10307,0.0,37
N10311,0.0,8
N10315,0.1,10
N10316,0.07142857142857142,14
N10317,0.3333333333333333,3
N10320,0.0,6
N10323,0.1111111111111111,9
N10326,0.0,4
N10329,0.0,1
N10330,0.0,6
N10332,0.0,21
N10333,0.03139013452914798,223
N10341,0.0,5
N10350,0.02457142857142857,1750
N10353,0.16666666666666666,6
N10357,0.0,9
N10359,0.036585365853658534,328
N10363,0.05714285714285714,35
N10367,0.0,4
N10369,0.0,1
N10370,0.0,11
N10371,0.0,46
N10372,0.14285714285714285,7
N10379,0.0,1
N10380,0.0,3
N10381,0.07142857142857142,14
N10382,0.0,2
N10383,0.0,5
N10386,0.03984819734345351,1054
N10390,0.0,2
N10396,0.0,2
N10400,0.0,1
N10401,0.0,2
N10411,0.0,2
N10413,0.05436893203883495,515
N10416,0.0,4
N10419,0.0,5
N10420,0.0,2
N10422,0.0,3
N10423,0.0,1
N10427,0.0,18
N10431,0.0,7
N10432,0.0,14
N10442,0.0,45
N10447,0.0,8
N10450,0.0,6
N10455,0.0,2
N10459,0.07142857142857142,14
N10462,0.0,7
N10464,0.014425851125216388,1733
N10468,0.0,2
N10470,0.018018018018018018,111
N10480,0.4,5
N10482,0.0,2
N10483,0.045454545454545456,22
N10484,0.0,15
N10486,0.0,2
N10493,0.0,7
N10499,0.0,15
N10500,0.0,19
N10506,0.0,6
N10510,0.14285714285714285,7
N10511,0.025,40
N10514,0.0,1
N10517,0.0,2
N10529,0.0,6
N10532,0.0013623978201634877,734
N10536,0.01694915254237288,59
N10537,0.0,10
N10539,0.0,9
N10540,0.0,1
N10541,0.06015037593984962,266
N10547,0.0,1
N10551,0.056818181818181816,1144
N10552,0.006363347120585428,3143
N10553,0.0,11
N10554,0.0,7
N10555,0.0,3
N10558,0.0,1
N10560,0.03508771929824561,57
N10565,0.022222222222222223,180
N10569,0.0,6
N10573,0.0,1
N10577,0.0,5
N10578,0.07142857142857142,14
N10579,0.0,6
N10587,0.0,1
N10590,0.125,8
N10594,0.0,4
N10596,0.0,10
N10599,0.03571428571428571,28
N10601,0.0,1
N10602,0.015693112467306015,1147
N10606,0.0,5
N10610,0.0,1
N10611,0.0,1
N10613,0.02631578947368421,38
N10615,0.0,15
N10616,0.013737836290784202,1747
N10618,0.0,1
N10621,0.0,10
N10623,0.0,1
N10628,0.0,2
N10629,0.0,1
N10635,0.015479876160990712,323
N10637,0.0,3
N10642,0.017179023508137433,1106
N10650,0.0,2
N10652,0.0,1
N10659,0.0,3
N10665,0.0,7
N10668,0.0,18
N10669,0.0,1
N10674,0.017528483786152498,1141
N10677,0.0,36
N10683,0.0,2
N10687,0.0,2
N10688,0.034482758620689655,2523
N10696,0.05714285714285714,35
N10697,0.0,20
N10700,0.0,6
N10703,0.0,18
N10704,0.0,5
N10705,0.0,3
N10708,0.2,5
N10709,0.0,3
N10713,0.0,5
N10719,0.058823529411764705,17
N10720,0.0,3
N10733,0.0,7
N10741,0.07142857142857142,14
N10742,0.0,2
N10746,0.038808038808038806,1443
N10747,0.0,46
N10750,0.0,3
N10754,0.012755102040816327,4704
N10758,0.0,1
N10759,0.0,1
N10763,0.5,4
N10769,0.0,9
N10774,0.03488372093023256,86
N10777,0.0,5
N10783,0.0,6
N10784,0.0,2
N10785,0.043478260869565216,23
N10787,0.0,43
N10788,0.0,6
N10789,0.0,31
N10791,0.0,2
N10797,0.0,2
N10798,0.0,5
N10799,0.027777777777777776,72
N10804,0.03773584905660377,159
N10806,0.16666666666666666,6
N10808,0.08333333333333333,12
N10810,0.0,6
N10812,0.07001044932079414,2871
N10813,0.0,1
N10819,0.0,1
N10821,0.0,2
N10822,0.0,1
N10826,0.0,9
N10828,0.25,4
N10832,0.026455026455026454,189
N10833,0.13793103448275862,29
N10840,0.03856562922868741,1478
N10845,0.3333333333333333,3
N10846,0.0,21
N10849,0.0,2
N10857,0.012048192771084338,83
N10859,0.17647058823529413,17
N10866,0.0,1
N10867,0.022172949002217297,451
N10869,0.03225806451612903,31
N10877,0.0,4
N10879,0.0,36
N10880,0.0,154
N10883,0.025974025974025976,77
N10895,0.0,12
N10902,0.0,2
N10906,0.0,1
N10913,0.014356213548676536,2229
N10916,0.0,1
N10923,0.0,2
N10926,0.0,5
N10929,0.125,8
N10940,0.0,3
N10942,0.0,3
N10944,0.07692307692307693,26
N10950,0.0,1
N10951,0.0,3
N10954,0.0,2
N10957,0.0,2
N10959,0.0,6
N10960,0.039217332885455154,11908
N10961,0.0,11
N10963,0.0,4
N10965,0.14285714285714285,14
N10969,0.023783783783783784,925
N10971,0.0,5
N10973,0.0,7
N10990,0.0,8
N10992,0.0,7
N10993,0.0472972972972973,148
N10994,0.0,3
N10996,0.16666666666666666,6
N11006,0.5,2
N11007,0.0,1
N11010,0.0,1
N11022,0.16666666666666666,6
N11023,0.0,3
N11028,0.0,2
N11030,1.0,1
N11032,0.03076923076923077,65
N11033,0.0,5
N11039,0.0,75
N11041,0.0,4
N11047,0.0,2
N11050,0.09090909090909091,11
N11052,0.0,1
N11061,0.0,5
N11063,0.0,1
N11077,0.0,4
N11086,0.0,2
N11087,0.021291208791208792,1456
N11093,0.03218390804597701,435
N11094,0.0,37
N11095,0.0,2
N11099,0.0,5
N11103,0.3333333333333333,3
N11105,0.0,1
N11120,0.0,5
N11122,0.034482758620689655,29
N11123,0.037037037037037035,27
N11127,0.0,2
N11128,0.0,2
N11130,0.0,5
N11131,0.0,1
N11138,0.028049575994781473,1533
N11144,0.0,3
N11145,0.0,15
N11148,0.0,6
N11149,0.0,5
N11158,0.0,7
N11159,0.0,8
N11162,0.1271186440677966,118
N11164,0.0,1
N11166,0.0,3
N11167,0.0,10
N11170,0.09090909090909091,11
N11179,0.15384615384615385,13
N11182,0.25,4
N11183,0.0,4
N11190,0.0,28
N11191,0.0,6
N11194,0.0,3
N11199,0.045454545454545456,66
N11204,0.022222222222222223,45
N11211,0.5,2
N11213,0.0,1
N11214,0.0,8
N11223,0.0,1
N11224,0.0,6
N11225,0.0,21
N11230,0.0,1
N11237,0.0,17
N11244,0.0,3
N11247,0.0,8
N11250,0.0,1
N11253,0.017241379310344827,58
N11257,0.019867549668874173,604
N11258,0.0,1
N11262,0.0,21
N11263,0.0,1
N11269,0.014338575393154487,2162
N11273,0.0,6
N11274,0.0,3
N11275,0.0,1
N11280,0.07692307692307693,26
N11285,0.08333333333333333,12
N11286,0.2,5
N11287,0.0,1
N11289,0.0,3
N11290,0.0,4
N11293,0.0,14
N11296,0.0,1
N11298,0.0,3
N11301,0.015690376569037656,956
N11303,0.0,8
N11306,0.0625,80
N11310,0.0,5
N11312,0.0,27
N11316,0.0,3
N11324,0.0,5
N11328,0.046511627906976744,129
N11329,0.0,3
N11333,0.0,15
N11334,0.0,2
N11336,0.2222222222222222,9
N11337,0.0,2
N11341,0.0,16
N11342,0.0,2
N11345,0.0,1
N11351,0.045454545454545456,22
N11354,0.0,21
N11356,0.0,1
N11360,0.0,21
N11362,0.03990610328638498,426
N11363,0.025732217573221756,4780
N11364,0.0,1
N11366,0.10679611650485436,103
N11371,0.0,3
N11373,0.0,2
N11376,0.05263157894736842,19
N11378,0.03308823529411765,272
N11379,0.02702702702702703,111
N11380,0.0,61
N11381,0.06451612903225806,93
N11384,0.014492753623188406,69
N11388,0.0,4
N11392,0.0,2
N11396,0.0,18
N11397,0.07142857142857142,28
N11403,0.0,1
N11406,0.012605042016806723,238
N11407,0.0,5
N11408,0.04,25
N11410,0.0,5
N11415,0.10344827586206896,29
N11419,0.0,1
N11420,0.0,13
N11422,0.0,5
N11423,0.0,2
N11428,0.0,6
N11433,0.16666666666666666,6
N11437,0.0,1
N11439,0.0,31
N11440,0.0,16
N11441,0.0,6
N11443,0.0,4
N11452,0.0,1
N11453,0.0,2
N11456,0.0,13
N11457,0.25,4
N11459,0.0,3
N11464,0.0,7
N11465,0.0,2
N11466,0.0,5
N11470,0.21428571428571427,14
N11473,0.0,1
N11476,0.0,4
N11481,0.0,3
N11483,0.02823529411764706,425
N11484,0.014997321906802356,1867
N11486,0.16666666666666666,6
N11491,0.0,184
N11492,0.15384615384615385,13
N11498,0.0,5
N11501,0.0,5
N11502,0.0,10
N11510,0.06306306306306306,111
N11511,0.06970509383378017,373
N11513,0.02912621359223301,206
N11517,0.0,7
N11520,0.0,2
N11523,0.0,34
N11533,0.0,13
N11534,0.06451612903225806,93
N11541,0.2,5
N11542,0.035493827160493825,648
N11547,0.0,11
N11551,0.0670812972012439,2251
N11553,0.0,4
N11555,0.0,10
N11565,0.0,2
N11567,0.0,40
N11569,0.09433962264150944,53
N11573,0.0,11
N11576,0.0,34
N11581,0.13333333333333333,15
N11587,0.08333333333333333,36
N11589,0.0,12
N11591,0.0,12
N11595,0.0,1
N11598,0.0,3
N11601,0.0,1
N11602,0.0,2
N11606,0.08333333333333333,12
N11608,0.0,3
N11610,0.125,8
N11612,0.0,2
N11614,0.0,30
N11617,0.0,14
N11619,0.0,3
N11624,0.0,8
N11625,0.0,4
N11627,0.0,1
N11628,0.0,9
N11644,0.1111111111111111,9
N11645,0.0,1
N11654,0.0,6
N11655,0.0,1
N11658,0.5,2
N11659,0.0,7
N11660,0.0,1
N11662,0.0,2
N11664,0.2,5
N11666,0.0,12
N11671,0.0,2
N11672,0.0,15
N11675,0.029411764705882353,102
N11681,0.07259528130671507,551
N11682,0.0,5
N11686,0.0,1
N11687,0.0,17
N11689,0.0,1
N11694,0.0,53
N11695,0.0,5
N11696,0.0,7
N11697,0.0,3
N11702,0.015114578254509995,2051
N11707,0.0,1
N11708,0.1,40
N11712,0.0,2
N11718,0.2222222222222222,9
N11720,0.16666666666666666,12
N11721,0.010917030567685589,458
N11722,0.0,2
N11727,0.0,12
N11736,0.0,20
N11738,0.010964912280701754,456
N11739,0.0,1
N11746,0.07407407407407407,27
N11749,0.0,6
N11752,0.0,3
N11757,0.0,7
N11758,0.3333333333333333,3
N11762,0.06666666666666667,15
N11764,0.0,5
N11768,0.02872592091922947,2959
N11769,0.01873767258382643,4056
N11770,0.0,3
N11772,0.0,8
N11780,0.0,9
N11784,0.015116279069767442,860
N11790,0.0,2
N11791,0.0,1
N11793,0.016256386437529028,2153
N11796,0.01,100
N11797,0.0,7
N11799,0.1111111111111111,9
N11800,0.0,4
N11806,0.0,3
N11809,0.09090909090909091,11
N11811,0.0,6
N11813,0.0,7
N11814,0.15384615384615385,13
N11816,0.0,2
N11817,0.031936127744510975,13026
N11819,1.0,1
N11820,0.0,7
N11821,0.019873969946679594,2063
N11822,0.0,1
N11824,0.0,8
N11826,0.017857142857142856,112
N11827,0.010676156583629894,562
N11828,0.25,8
N11830,0.02915105546924975,10943
N11831,0.0,5
N11836,0.0,1
N11840,0.0,2
N11848,0.0,1
N11849,0.0,8
N11850,0.0,9
N11853,0.009671179883945842,517
N11856,0.015436241610738255,1490
N11858,0.0,16
N11860,0.0472972972972973,296
N11864,0.0,4
N11868,0.0,9
N11869,0.04425363276089828,1514
N11871,0.0851063829787234,47
N11874,0.0,8
N11877,0.07692307692307693,26
N11878,0.0,11
N11887,0.0,7
N11889,0.0,2
N11893,0.0,1
N11895,0.0,5
N11898,0.0,8
N11899,0.19285714285714287,140
N11906,0.0,5
N11908,0.0,5
N11909,1.0,1
N11911,0.009259259259259259,216
N11918,0.0,28
N11920,0.0,6
N11921,0.0,1
N11923,0.039473684210526314,76
N11924,0.058823529411764705,17
N11926,0.0,7
N11929,0.03733955659276546,857
N11930,0.013793103448275862,435
N11931,0.060836501901140684,263
N11932,0.0,4
N11937,0.1111111111111111,18
N11940,0.03944773175542406,1521
N11941,0.0,2
N11942,0.2,5
N11949,0.0275,400
N11951,0.0,1
N11958,0.0,8
N11961,0.045454545454545456,66
N11964,0.0,16
N11967,0.0,30
N11968,0.012658227848101266,79
N11969,0.0,14
N11970,0.0,1
N11972,0.0,16
N11975,0.03488372093023256,86
N11984,0.0,1
N11988,0.010416666666666666,96
N11990,0.08333333333333333,24
N11994,0.0,5
N12000,0.0,2
N12002,0.0,1
N12004,0.0,9
N12005,0.0,1
N12009,0.0,5
N12013,0.0,4
N12014,0.0,14
N12017,0.06666666666666667,15
N12020,0.12666666666666668,150
N12021,0.0,20
N12022,0.024390243902439025,82
N12024,0.0,35
N12028,0.030940378932730748,5753
N12029,0.11513157894736842,3648
N12031,0.0,4
N12033,0.10526315789473684,19
N12035,0.0,2
N12037,0.0,1
N12039,0.0,8
N12040,0.0,6
N12042,0.017316017316017316,2079
N12044,0.0,3
N12045,0.0,1
N12049,0.0,15
N12052,0.008403361344537815,119
N12054,0.2,5
N12055,0.0,36
N12059,0.0,109
N12062,0.0,2
N12064,0.0,4
N12071,0.022222222222222223,45
N12078,1.0,1
N12079,0.5,2
N12083,0.024,625
N12085,0.008771929824561403,114
N12087,0.0,4
N12088,0.0,2
N12091,0.2222222222222222,9
N12092,0.0,9
N12095,0.0,6
N12109,0.022479564032697547,1468
N12112,0.0,48
N12118,0.0,4
N12120,0.029411764705882353,34
N12124,0.00273224043715847,366
N12125,0.0,2
N12126,0.5,6
N12127,0.0,12
N12129,0.0,1
N12135,0.05555555555555555,18
N12137,0.0,2
N12138,0.0,4
N12139,0.15789473684210525,38
N12140,0.025,120
N12146,0.0,1
N12149,0.0,8
N12152,0.08333333333333333,12
N12153,0.0,3
N12155,0.0,7
N12160,0.0,14
N12162,0.02,500
N12164,0.0,6
N12166,0.12121212121212122,33
N12168,0.05369928400954654,1676
N12169,0.0,17
N12174,0.1,10
N12179,0.0,1
N12180,0.0,1
N12181,0.08333333333333333,12
N12182,0.0,8
N12190,0.07407407407407407,27
N12191,0.025,40
N12199,0.0,1
N12204,0.0,29
N12205,0.0,13
N12208,0.0,1
N12213,0.3333333333333333,3
N12214,0.028169014084507043,71
N12229,0.0,26
N12232,0.0,7
N12234,0.0,18
N12239,0.0,34
N12240,0.0,2
N12245,0.02973977695167286,269
N12254,0.125,8
N12255,0.0,4
N12257,0.16666666666666666,6
N12258,0.25,4
N12261,0.5,2
N12262,0.0,12
N12263,0.0,12
N12265,0.0,4
N12271,0.0,1
N12280,0.01001669449081803,599
N12283,0.02727272727272727,110
N12284,0.0,5
N12290,0.0,4
N12295,0.0,2
N12298,0.0,29
N12300,0.06538461538461539,260
N12301,0.023255813953488372,86
N12302,0.021739130434782608,92
N12309,0.0,1
N12312,0.0,23
N12317,0.0,5
N12319,0.0,8
N12320,0.0,7
N12321,0.0,1
N12324,0.023255813953488372,43
N12325,0.037296037296037296,1287
N12329,0.0,3
N12330,0.019550342130987292,1023
N12338,0.0,1
N12340,0.0,2
N12343,0.2,5
N12345,0.09090909090909091,11
N12351,0.014970059880239521,334
N12354,0.03067484662576687,163
N12356,0.0,1
N12362,0.0,3
N12363,0.00411522633744856,486
N12364,0.0,4
N12368,0.0,12
N12371,0.027777777777777776,36
N12373,0.038461538461538464,26
N12374,0.0,1
N12377,0.037162162162162164,2072
N12379,0.028537455410225922,841
N12382,0.0,1
N12386,0.0,1
N12387,0.0,1
N12390,0.0,2
N12392,0.12285714285714286,350
N12394,0.0,1
N12403,0.0,3
N12406,0.0,10
N12408,0.0,3
N12414,0.0,9
N12415,0.0,4
N12416,0.0,15
N12420,0.0,18
N12424,0.04,1700
N12427,0.0,10
N12428,0.1,10
N12429,0.0,9
N12430,0.014234875444839857,562
N12436,0.0,1
N12445,0.0,7
N12446,0.01961758132604917,4027
N12457,0.0,1
N12465,0.014814814814814815,135
N12472,0.0,2
N12476,0.1111111111111111,27
N12477,0.0,2
N12478,0.0,7
N12480,0.0,2
N12481,0.0,2
N12484,0.08108108108108109,37
N12490,0.0,1
N12492,0.026515151515151516,2376
N12493,0.09648798521256932,2705
N12498,0.0,2
N12502,0.0,11
N12508,0.0,3
N12511,0.0,12
N12512,0.0,13
N12517,0.0,1
N12520,0.08333333333333333,12
N12523,0.05142578601023641,4103
N12525,0.0,1
N12526,0.023809523809523808,84
N12528,0.0,16
N12536,0.0,1
N12537,0.03051438535309503,1147
N12538,0.0,4
N12539,0.0,8
N12541,0.1111111111111111,9
N12542,0.0,1
N12543,0.0,11
N12544,0.02,50
N12548,0.0,2
N12549,0.012345679012345678,81
N12551,0.12903225806451613,62
N12552,0.2,10
N12563,0.0,3
N12567,0.015810276679841896,253
N12574,0.0,1
N12576,0.0,1
N12577,0.14285714285714285,7
N12579,0.030883261272390366,3238
N12583,0.0,5
N12586,0.5,2
N12588,0.5,4
N12589,0.1564748201438849,1112
N12592,0.0,5
N12593,0.0,47
N12595,0.3333333333333333,3
N12598,0.05,60
N12604,0.0,3
N12606,0.040880503144654086,318
N12607,0.0,4
N12608,0.039610607586438404,2979
N12613,0.0,5
N12616,0.021739130434782608,138
N12617,0.0,1
N12621,0.0,1
N12624,0.0,1
N12627,0.03047819232790331,1903
N12629,0.05172413793103448,58
N12635,0.0,8
N12637,0.0,32
N12639,0.0,5
N12640,0.0,3
N12641,0.006802721088435374,147
N12655,0.0,1
N12656,0.023255813953488372,86
N12663,0.0,10
N12668,0.0,3
N12670,0.06666666666666667,15
N12674,0.0,1
N12679,0.0,13
N12682,0.017881705639614855,727
N12687,0.0,4
N12688,0.13333333333333333,15
N12695,0.0,13
N12701,0.06666666666666667,15
N12702,0.02912621359223301,103
N12703,0.02142857142857143,140
N12705,0.0,1
N12706,0.0,20
N12714,0.009019165727170236,887
N12716,0.0,2
N12721,0.04477611940298507,67
N12725,0.14285714285714285,7
N12729,0.0,2
N12730,0.0,1
N12731,0.07722513089005235,1528
N12736,0.0,3
N12739,0.0,24
N12744,0.007751937984496124,387
N12746,0.029411764705882353,34
N12748,0.0,5
N12750,0.0,17
N12759,0.0,4
N12761,0.022535211267605635,1775
N12763,0.0,13
N12765,0.0,1
N12767,0.03046594982078853,558
N12769,0.09090909090909091,66
N12774,0.10344827586206896,29
N12778,0.5,2
N12779,0.0,2
N12780,0.0,26
N12799,0.0,2
N12800,0.02269762588051135,3833
N12806,0.0,7
N12813,0.2391304347826087,46
N12819,0.0,3
N12831,0.01488833746898263,1612
N12835,0.0,2
N12838,0.0,4
N12839,0.026060606060606062,1650
N12842,0.2,5
N12844,0.14285714285714285,7
N12848,0.0,2
N12850,0.05555555555555555,918
N12851,0.0,1
N12852,0.0,1
N12853,0.0,8
N12854,0.0,1
N12855,0.25,4
N12869,0.026385224274406333,379
N12871,0.0125,240
N12872,0.0,5
N12873,0.3076923076923077,13
N12874,0.0,7
N12877,0.0,2
N12880,0.125,8
N12886,0.0,3
N12888,0.0,3
N12891,0.0,2
N12893,0.0,12
N12905,0.039586919104991396,581
N12911,0.0,6
N12915,0.0,7
N12917,0.0,5
N12920,0.0,1
N12923,0.0,3
N12924,0.0,3
N12928,0.0,8
N12929,0.0,9
N12931,0.0,4
N12936,0.0,1
N12938,0.14285714285714285,7
N12942,0.0,2
N12946,0.0,2
N12949,0.0,5
N12954,0.038461538461538464,26
N12957,0.0,2
N12968,0.0,1
N12969,0.0,3
N12970,0.0,1
N12975,0.0,11
N12976,0.0,1
N12977,0.043478260869565216,23
N12982,0.0,1
N12984,0.0,15
N12986,0.3333333333333333,6
N12992,0.0,3
N12994,0.0,1
N12995,0.088659793814433,485
N12997,0.25,4
N12998,0.0,3
N12999,0.043478260869565216,46
N13004,0.0,1
N13005,0.025443330763299923,1297
N13006,0.0,28
N13011,0.056716417910447764,670
N13014,0.0,6
N13019,0.027777777777777776,36
N13020,0.0,14
N13026,0.0,15
N13027,0.0,2
N13028,0.0,5
N13034,0.047619047619047616,21
N13035,0.023529411764705882,85
N13036,0.3333333333333333,3
N13044,0.0,1
N13045,0.0,1
N13048,0.0,1
N13051,0.012879102617366016,2407
N13053,0.08333333333333333,12
N13056,0.016417910447761194,670
N13059,0.0,2
N13063,0.0,20
N13066,0.0,7
N13068,0.0,1
N13070,0.0,4
N13071,0.0,10
N13073,0.17307692307692307,52
N13077,0.14285714285714285,7
N13078,0.0,2
N13080,0.0,9
N13085,0.0,1
N13087,0.10526315789473684,133
N13090,0.0,2
N13093,0.0,11
N13094,0.01859427296392711,2689
N13097,0.026515151515151516,264
N13099,0.05263157894736842,19
N13103,0.0,5
N13105,0.009043312708234174,2101
N13108,0.0,8
N13112,0.060085836909871244,466
N13114,0.0,1
N13117,0.0,7
N13118,0.0,7
N13120,0.0,1
N13121,0.0,1
N13124,0.0,5
N13127,0.0,11
N13130,0.05263157894736842,38
N13131,0.022851919561243144,1094
N13132,0.0,1
N13133,0.0,10
N13134,0.0,5
N13135,0.0,10
N13141,0.0,3
N13146,0.0,1
N13152,0.0,53
N13158,0.0,1
N13161,0.0,1
N13162,0.0,6
N13163,0.0,3
N13165,0.03346203346203346,777
N13166,0.0,7
N13168,0.0,5
N13171,0.13333333333333333,15
N13175,0.0,2
N13176,0.021897810218978103,411
N13178,0.0,2
N13187,0.0,2
N13191,0.0,1
N13198,0.0,27
N13201,0.0,3
N13210,0.0,1
N13212,0.4,5
N13214,0.0,10
N13216,0.0,4
N13220,0.03636363636363636,55
N13221,0.0,2
N13224,0.0,1
N13227,0.0,3
N13229,0.0,3
N13232,0.0,1
N13234,0.038461538461538464,26
N13235,0.07142857142857142,56
N13246,0.0,18
N13250,0.0,1
N13251,0.0,25
N13259,0.04282494365138993,3993
N13261,0.0,2
N13263,0.026047565118912798,883
N13265,0.0,8
N13267,0.0,1
N13270,0.0,1
N13274,0.0,1
N13280,0.0,6
N13286,0.0,1
N13288,0.014492753623188406,138
N13290,0.15384615384615385,13
N13297,0.14285714285714285,7
N13299,0.07894736842105263,38
N13303,0.0,4
N13311,0.0,4
N13314,0.0,1
N13319,0.0,3
N13320,0.0,1
N13321,0.0,1
N13322,0.0,6
N13323,0.0,5
N13327,0.0,1
N13328,0.125,8
N13333,0.0,1
N13337,0.00816326530612245,735
N13338,0.0,14
N13341,0.014346439957492029,1882
N13343,0.0,1
N13347,0.0,3
N13354,0.0,3
N13355,0.0,26
N13369,0.056615384615384616,1625
N13370,0.0,19
N13373,0.0,3
N13374,0.038461538461538464,26
N13378,0.3333333333333333,3
N13382,0.25,4
N13391,0.0,9
N13392,1.0,1
N13403,0.025,920
N13406,0.14285714285714285,7
N13407,0.14285714285714285,7
N13408,0.0,9
N13409,0.0,11
N13416,0.0,34
N13419,0.0,7
N13421,0.16666666666666666,6
N13423,0.17015706806282724,764
N13425,0.0,7
N13426,0.0,10
N13430,0.0,1
N13437,0.25,4
N13445,0.0,6
N13455,0.125,8
N13456,1.0,1
N13457,0.0,1
N13460,0.0,68
N13461,0.04081632653061224,49
N13467,0.0,3
N13471,0.026467203682393557,869
N13476,0.0,2
N13486,0.007601162530739995,4473
N13491,0.0,3
N13497,0.0,13
N13503,0.0,43
N13510,0.0,29
N13514,0.0,5
N13519,0.07692307692307693,13
N13520,0.09722222222222222,72
N13521,0.0,8
N13522,0.0,3
N13525,0.0,10
N13533,0.0,7
N13538,0.0,2
N13539,0.027777777777777776,36
N13540,0.004329004329004329,462
N13543,0.0,17
N13544,0.0,10
N13546,0.2,10
N13547,0.0,1
N13548,0.0,1
N13550,0.0,5
N13553,0.2,5
N13554,0.0,3
N13555,0.0,27
N13556,0.0625,16
N13560,0.0,3
N13565,0.008264462809917356,121
N13570,0.08333333333333333,12
N13574,0.0,1
N13575,0.015703869882220976,1783
N13576,0.0,2
N13577,0.058823529411764705,17
N13579,0.04089095744680851,6016
N13580,0.0407673860911271,1668
N13583,0.0,27
N13585,0.0,3
N13590,0.0,1
N13591,0.041666666666666664,24
N13596,0.0,4
N13604,0.07868852459016394,305
N13606,0.0,1
N13610,0.0,1
N13611,0.25,4
N13612,0.1111111111111111,18
N13614,0.10810810810810811,37
N13615,0.0,36
N13616,0.0,2
N13618,0.0,2
N13620,0.0,6
N13625,0.0,1
N13628,0.03571428571428571,28
N13633,0.07692307692307693,13
N13637,0.0,1
N13645,0.0,20
N13646,0.0,2
N13648,0.0,29
N13649,0.0,9
N13652,0.0,2
N13655,0.0,4
N13657,0.0,100
N13658,0.0,69
N13660,0.0,10
N13661,0.0,73
N13665,0.0,10
N13668,0.0,2
N13671,0.375,8
N13675,0.0,1
N13680,0.03333333333333333,30
N13681,0.0,2
N13683,0.0,6
N13684,0.044444444444444446,180
N13685,0.0,4
N13687,0.0,8
N13689,0.015228426395939087,394
N13690,0.0,26
N13691,0.0,147
N13696,0.0,8
N13698,0.007228915662650603,830
N13702,0.05555555555555555,18
N13707,0.0,11
N13708,0.0,2
N13709,0.0,4
N13716,0.0,29
N13721,0.0,16
